"ジャンル","URL","車名","価格","全長 (mm)","全幅 (mm)","全高 (mm)","ホイールベース (mm)","シート高 (mm)","車両重量 (kg)","気筒数","シリンダ配列","排気量 (cc)","カム・バルブ駆動方式","気筒あたりバルブ数","最高出力（kW）","最高出力回転数（rpm）","最大トルク（N・m）","最大トルク回転数（rpm）"
1,"https://www.bikebros.co.jp/catalog/1/7_35/","ホンダ | HONDA　CB1000R",1670900,2120.0,790.0,1090.0,1455.0,830.0,213.0,4,"並列（直列）",998.0,"DOHC",4,107.0,10500.0,104.0,8250.0
1,"https://www.bikebros.co.jp/catalog/2/185_3/","ヤマハ | YAMAHA　ボルトRスペック/XV950R | BOLT R-SPEC/XV950R",1045000,2290.0,830.0,1120.0,1570.0,690.0,252.0,2,"V型（L型）",941.0,"OHC（SOHC）",4,40.0,5500.0,80.0,3000.0
1,"https://www.bikebros.co.jp/catalog/2/43_3/","ヤマハ | YAMAHA　MT-09/SP",1265000,2090.0,795.0,1190.0,1430.0,825.0,189.0,3,"並列（直列）",888.0,"DOHC",4,88.0,10000.0,93.0,7000.0
1,"https://www.bikebros.co.jp/catalog/2/43_11/","ヤマハ | YAMAHA　MT-10/SP",2035000,2100.0,800.0,1165.0,1405.0,835.0,214.0,4,"並列（直列）",998.0,"DOHC",4,122.0,11500.0,112.0,9000.0
1,"https://www.bikebros.co.jp/catalog/2/999_46/","ヤマハ | YAMAHA　ナイケン | NIKEN",1815000,2150.0,885.0,1250.0,1510.0,820.0,263.0,3,"並列（直列）",845.0,"DOHC",4,85.0,10000.0,87.0,8500.0
1,"https://www.bikebros.co.jp/catalog/2/999_68/","ヤマハ | YAMAHA　ナイケンGT | NIKEN GT",1980000,2150.0,885.0,1425.0,1510.0,835.0,267.0,3,"並列（直列）",845.0,"DOHC",4,85.0,10000.0,87.0,8500.0
1,"https://www.bikebros.co.jp/catalog/2/189_1/","ヤマハ | YAMAHA　XSR900",1061500,2155.0,860.0,1155.0,1495.0,810.0,193.0,3,"並列（直列）",889.0,"DOHC",4,87.5,10000.0,93.0,7000.0
1,"https://www.bikebros.co.jp/catalog/3/149_1/","スズキ | SUZUKI　GSX-S1000",1430000,2115.0,810.0,1080.0,1460.0,810.0,214.0,4,"並列（直列）",998.0,"DOHC",4,110.0,11000.0,105.0,9250.0
1,"https://www.bikebros.co.jp/catalog/3/999_81/","スズキ | SUZUKI　カタナ | KATANA（GSX-S1000S)",1606000,2130.0,820.0,1100.0,1460.0,825.0,215.0,4,"並列（直列）",998.0,"DOHC",4,110.0,11000.0,105.0,9250.0
1,"https://www.bikebros.co.jp/catalog/4/999_107/","カワサキ | KAWASAKI　メグロK3 | MEGURO K3",1320000,2190.0,925.0,1130.0,1465.0,790.0,227.0,2,"並列（直列）",773.0,"OHC（SOHC）",4,38.0,6500.0,62.0,4800.0
1,"https://www.bikebros.co.jp/catalog/4/60_3/","カワサキ | KAWASAKI　W800 (ストリート/カフェ) | W800 (STREET/CAFE)",1210000,2135.0,925.0,1120.0,1465.0,770.0,221.0,2,"並列（直列）",773.0,"OHC（SOHC）",4,38.0,6500.0,62.0,4800.0
1,"https://www.bikebros.co.jp/catalog/4/999_97/","カワサキ | KAWASAKI　Z H2",1914000,2085.0,810.0,1130.0,1455.0,830.0,239.0,4,"並列（直列）",998.0,"DOHC",4,147.0,11000.0,137.0,8500.0
1,"https://www.bikebros.co.jp/catalog/4/999_108/","カワサキ | KAWASAKI　Z H2 SE",2200000,2085.0,815.0,1130.0,1455.0,830.0,241.0,4,"並列（直列）",998.0,"DOHC",4,147.0,11000.0,137.0,8500.0
1,"https://www.bikebros.co.jp/catalog/4/73_8/","カワサキ | KAWASAKI　Z1000",1188000,2050.0,790.0,1055.0,1440.0,815.0,221.0,4,"並列（直列）",1043.0,"DOHC",4,104.0,10000.0,111.0,7300.0
1,"https://www.bikebros.co.jp/catalog/4/73_9/","カワサキ | KAWASAKI　Z900",1210000,2070.0,825.0,1080.0,1455.0,800.0,213.0,4,"並列（直列）",948.0,"DOHC",4,92.0,9500.0,98.0,7700.0
1,"https://www.bikebros.co.jp/catalog/4/999_114/","カワサキ | KAWASAKI　Z900 SE",1320000,2070.0,825.0,1115.0,1455.0,800.0,213.0,4,"並列（直列）",948.0,"DOHC",4,92.0,9500.0,98.0,7700.0
1,"https://www.bikebros.co.jp/catalog/4/999_11/","カワサキ | KAWASAKI　Z900RS",1496000,2100.0,865.0,1150.0,1470.0,800.0,217.0,4,"並列（直列）",948.0,"DOHC",4,82.0,8500.0,98.0,6500.0
1,"https://www.bikebros.co.jp/catalog/4/999_36/","カワサキ | KAWASAKI　Z900RSカフェ | Z900RS CAFE",1419000,2100.0,845.0,1190.0,1470.0,820.0,217.0,4,"並列（直列）",948.0,"DOHC",4,82.0,8500.0,98.0,6500.0
1,"https://www.bikebros.co.jp/catalog/4/999_113/","カワサキ | KAWASAKI　Z900RS SE",1606000,2100.0,865.0,1150.0,1470.0,810.0,215.0,4,"並列（直列）",948.0,"DOHC",4,82.0,8500.0,98.0,6500.0
1,"https://www.bikebros.co.jp/catalog/5/3_3/","ハーレーダビッドソン | Harley-Davidson　スポーツスター XL883L スーパーロー | Sportster XL883L Super Low","",2225.0,855.0,1130.0,1500.0,705.0,258.0,2,"V型（L型）",883.0,"OHV","","","",69.0,4750.0
1,"https://www.bikebros.co.jp/catalog/5/3_15/","ハーレーダビッドソン | Harley-Davidson　スポーツスター XL883N アイアン883 | Sportster XL883N Iron883",1388200,2185.0,"","",1515.0,760.0,256.0,2,"V型（L型）",883.0,"OHV","","","",68.0,3750.0
1,"https://www.bikebros.co.jp/catalog/7/999_58/","ビーエムダブリュー | BMW　F900R",1057000,2140.0,815.0,1135.0,1520.0,815.0,211.0,2,"並列（直列）",895.0,"DOHC",4,77.0,8500.0,92.0,6500.0
1,"https://www.bikebros.co.jp/catalog/7/9_2/","ビーエムダブリュー | BMW　S1000R",1780000,2090.0,812.0,1115.0,1450.0,830.0,199.0,4,"並列（直列）",999.0,"DOHC",4,121.0,11000.0,114.0,9250.0
1,"https://www.bikebros.co.jp/catalog/8/999_76/","ドゥカティ | DUCATI　モンスター（937） | Monster",1475000,"","","",1474.0,775.0,188.0,2,"V型（L型）",937.0,"",4,82.0,9250.0,93.0,6500.0
1,"https://www.bikebros.co.jp/catalog/8/999_77/","ドゥカティ | DUCATI　モンスター（937）プラス | Monster +",1525000,"","","",1474.0,775.0,188.0,2,"V型（L型）",937.0,"",4,82.0,9250.0,93.0,6500.0
1,"https://www.bikebros.co.jp/catalog/8/15_8/","ドゥカティ | DUCATI　スクランブラー カフェレーサー | Scrambler Cafe Racer",1466000,2090.0,875.0,1066.0,1436.0,805.0,196.0,2,"V型（L型）",803.0,"",2,54.0,8250.0,67.0,5750.0
1,"https://www.bikebros.co.jp/catalog/8/15_7/","ドゥカティ | DUCATI　スクランブラー デザートスレッド | Scrambler DESERT SLED",1509000,2215.0,940.0,1225.0,1520.0,860.0,209.0,2,"V型（L型）",803.0,"",2,54.0,8250.0,67.0,5750.0
1,"https://www.bikebros.co.jp/catalog/8/15_3/","ドゥカティ | DUCATI　スクランブラー フルスロットル | Scrambler Full Throttle",1339000,2100.0,855.0,1150.0,1445.0,798.0,189.0,2,"V型（L型）",803.0,"",2,54.0,8250.0,67.0,5750.0
1,"https://www.bikebros.co.jp/catalog/8/15_1/","ドゥカティ | DUCATI　スクランブラー アイコン | Scrambler Icon",1166000,"","","",1445.0,798.0,189.0,2,"V型（L型）",803.0,"",2,53.6,8250.0,66.2,5750.0
1,"https://www.bikebros.co.jp/catalog/8/999_53/","ドゥカティ | DUCATI　スクランブラー アイコン ダーク | Scrambler Icon Dark",1089000,2100.0,855.0,1150.0,1445.0,798.0,189.0,2,"V型（L型）",803.0,"",2,54.0,8250.0,67.0,5750.0
1,"https://www.bikebros.co.jp/catalog/8/999_70/","ドゥカティ | DUCATI　スクランブラー ナイトシフト | Scrambler Night Shift",1389000,"","","",1445.0,798.0,189.0,2,"V型（L型）",803.0,"",2,53.6,8250.0,66.2,5750.0
1,"https://www.bikebros.co.jp/catalog/8/999_81/","ドゥカティ | DUCATI　スクランブラー アーバンモタード | Scrambler Urban Motard",1389000,"","","",1436.0,805.0,196.0,2,"V型（L型）",803.0,"",2,53.6,8250.0,66.2,5750.0
1,"https://www.bikebros.co.jp/catalog/8/999_85/","ドゥカティ | DUCATI　ストリートファイターV2 | Streetfighter V2",1990000,"","","",1465.0,845.0,200.0,2,"V型（L型）",955.0,"",4,112.3,10750.0,101.4,9000.0
1,"https://www.bikebros.co.jp/catalog/10/31_3/","トライアンフ | TRIUMPH　ボンネビルT100 / ブラック | Bonneville T100 / BLACK",1253900,"",780.0,1125.0,1450.0,790.0,229.0,2,"並列（直列）",899.0,"OHC（SOHC）",4,48.0,7400.0,80.0,3750.0
1,"https://www.bikebros.co.jp/catalog/10/999_24/","トライアンフ | TRIUMPH　ボンネビルT100バド・イーキンズ・スペシャルエディション | Bonneville T100 BUD EKINS Special Edition","","",715.0,1100.0,1450.0,790.0,232.0,2,"並列（直列）",900.0,"OHC（SOHC）",4,40.5,5900.0,80.0,3230.0
1,"https://www.bikebros.co.jp/catalog/10/36_1/","トライアンフ | TRIUMPH　ストリートカップ | Street Cup","","",740.0,1105.0,1435.0,780.0,200.0,2,"並列（直列）",900.0,"OHC（SOHC）",4,40.5,5900.0,80.0,3230.0
1,"https://www.bikebros.co.jp/catalog/10/37_1/","トライアンフ | TRIUMPH　ストリートスクランブラー | Street Scrambler",1390000,2125.0,835.0,1180.0,1445.0,790.0,223.0,2,"並列（直列）",899.0,"OHC（SOHC）",4,47.8,7250.0,80.0,3250.0
1,"https://www.bikebros.co.jp/catalog/10/999_37/","トライアンフ | TRIUMPH　ストリートスクランブラー サンドストーム・リミテッド・エディション | Street Scrambler Sandstorm Limited Edition","",2125.0,835.0,1180.0,1445.0,790.0,223.0,2,"並列（直列）",899.0,"OHC（SOHC）",4,47.8,7250.0,80.0,3250.0
1,"https://www.bikebros.co.jp/catalog/10/18_3/","トライアンフ | TRIUMPH　ストリートトリプルR/Rロー/Rx | Street Triple R/R Low/Rx",1295000,2055.0,775.0,1045.0,1405.0,780.0,"",3,"並列（直列）",765.0,"DOHC",4,86.8,12000.0,77.0,9400.0
1,"https://www.bikebros.co.jp/catalog/10/18_4/","トライアンフ | TRIUMPH　ストリートトリプルRS | Street Triple RS",1465000,"",775.0,1085.0,1405.0,840.0,"",3,"並列（直列）",765.0,"DOHC",4,90.5,11750.0,79.0,9350.0
1,"https://www.bikebros.co.jp/catalog/10/31_5/","トライアンフ | TRIUMPH　ストリートツイン | Street Twin",1195000,"",780.0,1115.0,1450.0,765.0,217.0,2,"並列（直列）",899.0,"OHC（SOHC）",4,48.0,7500.0,80.0,3800.0
1,"https://www.bikebros.co.jp/catalog/10/999_41/","トライアンフ | TRIUMPH　ストリートツインEC1エディション | Street Twin EC1 Edition","","",780.0,1115.0,1450.0,765.0,217.0,2,"並列（直列）",899.0,"OHC（SOHC）",4,48.0,7500.0,80.0,3800.0
1,"https://www.bikebros.co.jp/catalog/10/999_35/","トライアンフ | TRIUMPH　ストリートツイン ゴールドライン リミテッドエディション | Street Twin Gold Line Limited Edition","","",780.0,1115.0,1450.0,765.0,217.0,2,"並列（直列）",899.0,"OHC（SOHC）",4,48.0,7500.0,80.0,3800.0
1,"https://www.bikebros.co.jp/catalog/33/999_6/","ケーティーエム | KTM　790デューク | 790 DUKE",1227000,"","","",1475.0,825.0,174.0,2,"並列（直列）",799.0,"DOHC",4,77.0,9000.0,86.0,8000.0
1,"https://www.bikebros.co.jp/catalog/33/999_25/","ケーティーエム | KTM　890デューク | 890 DUKE",1269000,"","","",1476.0,820.0,174.0,2,"並列（直列）",889.0,"DOHC",4,85.0,9000.0,92.0,8000.0
1,"https://www.bikebros.co.jp/catalog/33/999_19/","ケーティーエム | KTM　890デュークR | 890 DUKE R",1469000,"","","",1482.0,834.0,174.0,2,"並列（直列）",889.0,"DOHC",4,89.0,9250.0,99.0,7750.0
1,"https://www.bikebros.co.jp/catalog/14/999_38/","MVアグスタ | MV AGUSTA　ブルターレ1000ニュルブルクリンク | BRUTALE 1000 NURBURGRING",5665000,2080.0,805.0,"",1415.0,845.0,"",4,"並列（直列）",998.0,"DOHC",4,153.0,13000.0,116.5,11000.0
1,"https://www.bikebros.co.jp/catalog/14/999_13/","MVアグスタ | MV AGUSTA　ブルターレ1000RR | BRUTALE 1000 RR",4598000,2080.0,805.0,"",1415.0,845.0,"",4,"並列（直列）",998.0,"DOHC",4,153.0,13000.0,116.5,11000.0
1,"https://www.bikebros.co.jp/catalog/14/999_36/","MVアグスタ | MV AGUSTA　ブルターレ1000RS | BRUTALE 1000 RS",3575000,2080.0,805.0,"",1415.0,845.0,"",4,"並列（直列）",998.0,"DOHC",4,153.0,13000.0,116.5,11000.0
1,"https://www.bikebros.co.jp/catalog/14/999_11/","MVアグスタ | MV AGUSTA　ブルターレ1000セリエオロ | BRUTALE 1000 Serie Oro","",2080.0,805.0,"",1415.0,845.0,"",4,"並列（直列）",998.0,"DOHC",4,153.0,13000.0,116.5,11000.0
1,"https://www.bikebros.co.jp/catalog/14/999_15/","MVアグスタ | MV AGUSTA　ブルターレ800ロッソ | BRUTALE 800 ROSSO",1980000,2045.0,875.0,"",1400.0,830.0,"",3,"並列（直列）",798.0,"DOHC",4,82.0,11000.0,85.0,8500.0
1,"https://www.bikebros.co.jp/catalog/14/4_18/","MVアグスタ | MV AGUSTA　ブルターレ800RR | BRUTALE 800 RR",2123000,2045.0,875.0,"",1400.0,830.0,"",3,"並列（直列）",798.0,"DOHC",4,103.0,12300.0,87.0,10250.0
1,"https://www.bikebros.co.jp/catalog/14/999_14/","MVアグスタ | MV AGUSTA　ブルターレ800RR SCS | BRUTALE 800 RR SCS",2530000,2045.0,875.0,"",1400.0,830.0,"",3,"並列（直列）",798.0,"DOHC",4,103.0,12300.0,87.0,10250.0
1,"https://www.bikebros.co.jp/catalog/14/999_9/","MVアグスタ | MV AGUSTA　ドラッグスター800RC | DRAGSTER 800 RC",2882000,2035.0,935.0,"",1400.0,845.0,"",3,"並列（直列）",798.0,"DOHC",4,103.0,12300.0,87.0,10100.0
1,"https://www.bikebros.co.jp/catalog/14/999_31/","MVアグスタ | MV AGUSTA　ドラッグスター800RC SCS | DRAGSTER 800 RC SCS",3410000,2035.0,935.0,"",1400.0,845.0,"",3,"並列（直列）",798.0,"DOHC",4,103.0,12300.0,87.0,10250.0
1,"https://www.bikebros.co.jp/catalog/14/999_17/","MVアグスタ | MV AGUSTA　ドラッグスター800ロッソ | DRAGSTER 800 ROSSO",2181300,2035.0,935.0,"",1400.0,845.0,"",3,"並列（直列）",798.0,"DOHC",4,82.0,11000.0,85.0,8500.0
1,"https://www.bikebros.co.jp/catalog/14/999_7/","MVアグスタ | MV AGUSTA　ドラッグスター800RR | DRAGSTER 800 RR",2442000,2035.0,935.0,"",1400.0,845.0,"",3,"並列（直列）",798.0,"DOHC",4,103.0,12300.0,87.0,10250.0
1,"https://www.bikebros.co.jp/catalog/14/999_16/","MVアグスタ | MV AGUSTA　ドラッグスター800RR SCS | DRAGSTER 800 RR SCS",2860000,2035.0,935.0,"",1400.0,845.0,"",3,"並列（直列）",798.0,"DOHC",4,103.0,12300.0,87.0,10250.0
1,"https://www.bikebros.co.jp/catalog/14/999_22/","MVアグスタ | MV AGUSTA　ラッシュ1000 | Rush 1000",5500000,2080.0,805.0,"",1415.0,845.0,"",4,"並列（直列）",998.0,"DOHC",4,153.0,13000.0,116.5,11000.0
1,"https://www.bikebros.co.jp/catalog/9/14_6/","モトグッツィ | MOTO GUZZI　V7スペシャル | V7 SPECIAL",1276000,2165.0,"",1100.0,1450.0,780.0,223.0,2,"V型（L型）",853.4,"OHV",2,48.0,6800.0,73.0,5000.0
1,"https://www.bikebros.co.jp/catalog/9/14_5/","モトグッツィ | MOTO GUZZI　V7ストーン | V7 Stone",1232000,2165.0,"",1100.0,1450.0,780.0,218.0,2,"V型（L型）",853.4,"OHV",2,48.0,6800.0,73.0,5000.0
1,"https://www.bikebros.co.jp/catalog/9/25_1/","モトグッツィ | MOTO GUZZI　V9 ボバー | V9 BOBBER",1342000,2185.0,840.0,1120.0,1465.0,785.0,210.0,2,"V型（L型）",853.0,"OHV",2,47.8,6800.0,82.0,5000.0
1,"https://www.bikebros.co.jp/catalog/9/999_9/","モトグッツィ | MOTO GUZZI　V9 ボバースポーツ | V9 BOBBER SPORT",1342000,2185.0,840.0,1160.0,1465.0,785.0,210.0,2,"V型（L型）",853.0,"OHV",2,40.44,6250.0,62.0,3000.0
1,"https://www.bikebros.co.jp/catalog/264/999_4/","メティス | Metisse　MK5 カフェレーサー | MK5 CAFE RACER","","","","","","","",2,"並列（直列）",997.0,"","","","","",""
1,"https://www.bikebros.co.jp/catalog/264/999_5/","メティス | Metisse　MK5 レンジ | MK5 RANGE","","","","","","","",2,"並列（直列）",997.0,"","","","","",""
1,"https://www.bikebros.co.jp/catalog/264/999_3/","メティス | Metisse　MK5 ストリートスクランブラー | MK5 STREET SCRAMBLER","","","","","","","",2,"並列（直列）",997.0,"","","","","",""
1,"https://www.bikebros.co.jp/catalog/1/999_76/","ホンダ | HONDA　CB650R",979000,2120.0,780.0,1075.0,1450.0,810.0,201.0,4,"並列（直列）",649.0,"DOHC",4,70.0,12000.0,64.0,8500.0
1,"https://www.bikebros.co.jp/catalog/1/196_16/","ホンダ | HONDA　NC750S/DCT",826100,2215.0,775.0,1130.0,1520.0,790.0,228.0,2,"並列（直列）",745.0,"OHC（SOHC）",4,40.0,6250.0,68.0,4750.0
1,"https://www.bikebros.co.jp/catalog/2/43_5/","ヤマハ | YAMAHA　MT-07",814000,2085.0,780.0,1105.0,1400.0,805.0,184.0,2,"並列（直列）",688.0,"DOHC",4,54.0,8750.0,67.0,6500.0
1,"https://www.bikebros.co.jp/catalog/2/999_24/","ヤマハ | YAMAHA　XSR700",935000,2075.0,820.0,1130.0,1405.0,835.0,188.0,2,"並列（直列）",688.0,"DOHC",4,54.0,8750.0,67.0,6500.0
1,"https://www.bikebros.co.jp/catalog/3/149_3/","スズキ | SUZUKI　GSX-S750",987800,2125.0,785.0,1055.0,1455.0,820.0,212.0,4,"並列（直列）",749.0,"DOHC",4,83.0,10500.0,80.0,9000.0
1,"https://www.bikebros.co.jp/catalog/4/73_6/","カワサキ | KAWASAKI　Z650",858000,2055.0,765.0,1065.0,1410.0,790.0,189.0,2,"並列（直列）",649.0,"DOHC",4,50.0,8000.0,63.0,6700.0
1,"https://www.bikebros.co.jp/catalog/4/999_115/","カワサキ | KAWASAKI　Z650RS",1100000,2065.0,800.0,1115.0,1405.0,800.0,190.0,2,"並列（直列）",649.0,"DOHC",4,50.0,8000.0,63.0,6700.0
1,"https://www.bikebros.co.jp/catalog/5/9_1/","ハーレーダビッドソン | Harley-Davidson　XG750 ストリート750 | XG750 Street750","",2215.0,820.0,1060.0,1520.0,720.0,233.0,2,"V型（L型）",749.0,"OHC（SOHC）",4,"","",59.0,4000.0
1,"https://www.bikebros.co.jp/catalog/5/9_2/","ハーレーダビッドソン | Harley-Davidson　XG750A ストリートロッド | XG750A STREET ROD","",2130.0,"","",1510.0,765.0,238.0,2,"V型（L型）",749.0,"OHC（SOHC）",4,"","",65.0,4000.0
1,"https://www.bikebros.co.jp/catalog/10/18_5/","トライアンフ | TRIUMPH　ストリートトリプルS | Street Triple S",999000,"",765.0,"",1410.0,810.0,188.0,3,"並列（直列）",660.0,"DOHC",4,70.0,11250.0,66.0,9250.0
1,"https://www.bikebros.co.jp/catalog/10/999_32/","トライアンフ | TRIUMPH　トライデント660 | TRIDENT 660",979000,2020.0,795.0,1089.0,1401.0,805.0,189.0,3,"並列（直列）",659.3,"DOHC",4,60.0,10250.0,64.0,6250.0
1,"https://www.bikebros.co.jp/catalog/9/26_3/","モトグッツィ | MOTO GUZZI　V7 3 アニベルサリオ | V7 Ⅲ Anniversario","",2185.0,800.0,1110.0,1463.0,770.0,213.0,2,"V型（L型）",744.0,"OHV",2,38.0,6200.0,60.0,4900.0
1,"https://www.bikebros.co.jp/catalog/9/999_8/","モトグッツィ | MOTO GUZZI　V7 3 カーボン | V7 Ⅲ Carbon",1271111,2185.0,800.0,1100.0,1463.0,770.0,209.0,2,"V型（L型）",744.0,"OHV",2,38.0,6200.0,60.0,4900.0
1,"https://www.bikebros.co.jp/catalog/9/999_11/","モトグッツィ | MOTO GUZZI　V7 3 カーボンシャイン | V7 Ⅲ CarbonShine","",2185.0,800.0,1100.0,1463.0,770.0,209.0,2,"V型（L型）",744.0,"OHV",2,38.0,6200.0,60.0,4900.0
1,"https://www.bikebros.co.jp/catalog/9/999_7/","モトグッツィ | MOTO GUZZI　V7 3 ミラノ | V7 Ⅲ Milano","",2185.0,800.0,1100.0,1463.0,770.0,209.0,2,"V型（L型）",744.0,"OHV",2,38.0,6200.0,60.0,4900.0
1,"https://www.bikebros.co.jp/catalog/9/26_2/","モトグッツィ | MOTO GUZZI　V7 3 レーサー/10thアニバーサリー | V7 Ⅲ Racer/10th ANNIVERSARY",1375000,2185.0,740.0,"",1463.0,770.0,209.0,2,"V型（L型）",744.0,"OHV",2,38.0,6200.0,60.0,4900.0
1,"https://www.bikebros.co.jp/catalog/9/999_12/","モトグッツィ | MOTO GUZZI　V7 3 ラフ | V7 Ⅲ ROUGH",1177000,2185.0,"",1100.0,1445.0,770.0,209.0,2,"V型（L型）",744.0,"OHV",2,38.0,6200.0,60.0,4900.0
1,"https://www.bikebros.co.jp/catalog/9/999_1/","モトグッツィ | MOTO GUZZI　V7 3 スペシャル | V7 Ⅲ Special",1177000,2185.0,740.0,1110.0,1463.0,770.0,213.0,2,"V型（L型）",744.0,"OHV",2,38.0,6200.0,60.0,4900.0
1,"https://www.bikebros.co.jp/catalog/9/26_1/","モトグッツィ | MOTO GUZZI　V7 3 ストーン | V7 Ⅲ Stone",1117600,2185.0,800.0,1110.0,1463.0,770.0,209.0,2,"V型（L型）",744.0,"OHV",2,38.0,6200.0,60.0,4900.0
1,"https://www.bikebros.co.jp/catalog/9/999_13/","モトグッツィ | MOTO GUZZI　V7 3 ストーン ナイトパック | V7 Ⅲ Stone NIGHT PACK",1265000,2185.0,800.0,1100.0,1463.0,770.0,209.0,2,"V型（L型）",744.0,"OHV",2,38.0,6200.0,60.0,4900.0
1,"https://www.bikebros.co.jp/catalog/9/999_15/","モトグッツィ | MOTO GUZZI　V7 3 ストーンS | V7 Ⅲ Stone S",1298000,2185.0,800.0,1110.0,1463.0,770.0,209.0,2,"V型（L型）",744.0,"OHV",2,38.0,6200.0,60.0,4900.0
1,"https://www.bikebros.co.jp/catalog/11/999_24/","アプリリア | aprilia　トゥオーノ660 | Tuono 660",1309000,1995.0,745.0,"",1370.0,820.0,183.0,2,"並列（直列）",659.0,"DOHC",4,70.0,10500.0,67.0,8500.0
1,"https://www.bikebros.co.jp/catalog/38/999_9/","ハスクバーナ | Husqvarna　スヴァルトピレン701 | SVARTPILEN 701",1275000,"","","",1436.0,835.0,158.5,1,"単気筒",692.7,"OHC（SOHC）",4,55.0,8500.0,72.0,6750.0
1,"https://www.bikebros.co.jp/catalog/38/999_4/","ハスクバーナ | Husqvarna　ヴィットピレン701 | VITPILEN 701","","","","",1434.0,830.0,157.0,1,"単気筒",692.7,"OHC（SOHC）",4,55.0,8500.0,72.0,6750.0
1,"https://www.bikebros.co.jp/catalog/112/276_1/","エスダブリューエム | SWM　グランミラノ440 | GRAN MILANO 440","",2085.0,724.0,1110.0,1416.0,813.0,"",1,"単気筒",445.3,"OHC（SOHC）",4,22.0,7000.0,36.0,5500.0
1,"https://www.bikebros.co.jp/catalog/112/279_1/","エスダブリューエム | SWM　グランツーリズモ440 | GRAN TURISMO 440","",2128.0,769.0,1098.0,1441.0,820.0,"",1,"単気筒",445.3,"OHC（SOHC）",4,22.0,7000.0,36.0,5500.0
1,"https://www.bikebros.co.jp/catalog/112/277_1/","エスダブリューエム | SWM　シルバーベース440 | SILVER VASE 440","",2142.0,813.0,1170.0,1441.0,820.0,"",1,"単気筒",445.3,"OHC（SOHC）",4,22.0,7000.0,36.0,5500.0
1,"https://www.bikebros.co.jp/catalog/112/999_1/","エスダブリューエム | SWM　シックスデイズ440 | SIXDAYS 440","",2170.0,800.0,1390.0,1470.0,855.0,"",1,"単気筒",445.3,"OHC（SOHC）",4,"","","",""
1,"https://www.bikebros.co.jp/catalog/116/999_3/","ファンティック | FANTIC　キャバレロ フラットトラック500 | CABALLERO Flat Track500","",2180.0,820.0,1154.0,1425.0,840.0,"",1,"単気筒",449.0,"OHC（SOHC）",4,"",7500.0,43.0,6000.0
1,"https://www.bikebros.co.jp/catalog/116/999_6/","ファンティック | FANTIC　キャバレロ スクランブラー500/デラックス | CABALLERO Scrambler500 /Deluxe","",2166.0,820.0,1135.0,1425.0,820.0,"",1,"単気筒",449.0,"OHC（SOHC）",4,"",7500.0,43.0,6000.0
1,"https://www.bikebros.co.jp/catalog/124/999_1/","ウラル | URAL　ギアアップ | Gear Up","",2510.0,1615.0,1380.0,"",810.0,"",2,"水平対向（ボクサー）",749.0,"OHV",2,"",5500.0,42.0,4300.0
1,"https://www.bikebros.co.jp/catalog/264/999_1/","メティス | Metisse　ハマーMK3 | HAMMER MK3","","","","","","","",2,"並列（直列）",650.0,"","","","","",""
1,"https://www.bikebros.co.jp/catalog/264/999_2/","メティス | Metisse　スティーブマックィーン デザートレーサー | STEVE MCQUEEN DESERT RACER","","","","","","","",2,"並列（直列）",650.0,"","","","","",""
1,"https://www.bikebros.co.jp/catalog/39/999_2/","ロイヤルエンフィールド | Royal Enfield　コンチネンタルGT650 | CONTINENTAL GT 650",920700,2119.0,745.0,1067.0,1398.0,820.0,212.0,2,"並列（直列）",648.0,"OHC（SOHC）",2,34.9,7150.0,52.3,5150.0
1,"https://www.bikebros.co.jp/catalog/39/999_3/","ロイヤルエンフィールド | Royal Enfield　INT 650（インターセプター650） | INT 650（Inteeceptor 650）",897600,2119.0,788.0,1120.0,1398.0,805.0,217.0,2,"並列（直列）",648.0,"OHC（SOHC）",2,34.9,7150.0,52.3,5150.0
1,"https://www.bikebros.co.jp/catalog/1/184_5/","ホンダ | HONDA　CB400スーパーボルドール（CB400SB） | CB400 SUPER BOL D'OR",1040600,2080.0,745.0,1160.0,1410.0,755.0,206.0,4,"並列（直列）",399.0,"DOHC",4,41.0,11000.0,39.0,9500.0
1,"https://www.bikebros.co.jp/catalog/1/184_1/","ホンダ | HONDA　CB400スーパーフォア（CB400SF） | CB400 SUPER FOUR",884400,2080.0,745.0,1080.0,1410.0,755.0,201.0,4,"並列（直列）",399.0,"DOHC",4,41.0,11000.0,39.0,9500.0
1,"https://www.bikebros.co.jp/catalog/1/999_152/","ホンダ | HONDA　GB350",550000,2180.0,800.0,1105.0,1440.0,800.0,180.0,1,"単気筒",348.0,"OHC（SOHC）",2,15.0,5500.0,29.0,3000.0
1,"https://www.bikebros.co.jp/catalog/1/999_153/","ホンダ | HONDA　GB350S",594000,2175.0,800.0,1100.0,1440.0,800.0,178.0,1,"単気筒",348.0,"OHC（SOHC）",2,15.0,5500.0,29.0,3000.0
1,"https://www.bikebros.co.jp/catalog/2/43_8/","ヤマハ | YAMAHA　MT-03/ABS",654500,2090.0,755.0,1070.0,1380.0,780.0,169.0,2,"並列（直列）",320.0,"DOHC",4,31.0,10750.0,29.0,9000.0
1,"https://www.bikebros.co.jp/catalog/2/60_4/","ヤマハ | YAMAHA　SR400",748000,2085.0,750.0,1110.0,1410.0,790.0,175.0,1,"単気筒",399.0,"OHC（SOHC）",2,18.0,6500.0,28.0,3000.0
