"ジャンル","URL","車名","価格","全長 (mm)","全幅 (mm)","全高 (mm)","ホイールベース (mm)","シート高 (mm)","車両重量 (kg)","気筒数","シリンダ配列","排気量 (cc)","カム・バルブ駆動方式","気筒あたりバルブ数","最高出力（kW）","最高出力回転数（rpm）","最大トルク（N・m）","最大トルク回転数（rpm）"
2,"https://www.bikebros.co.jp/catalog/33/999_21/","ケーティーエム | KTM　890アドベンチャーR | 890 ADVENTURE R",1689000,"","","",1528.0,880.0,196.0,2,"並列（直列）",889.0,"DOHC",4,77.0,8000.0,100.0,6500.0
2,"https://www.bikebros.co.jp/catalog/33/999_22/","ケーティーエム | KTM　890アドベンチャーRラリー | 890 ADVENTURE R RALLY","","","","",1535.0,910.0,196.0,2,"並列（直列）",889.0,"DOHC",4,77.0,8000.0,100.0,6500.0
2,"https://www.bikebros.co.jp/catalog/9/999_10/","モトグッツィ | MOTO GUZZI　V85 TT",1518000,2240.0,950.0,1300.0,1530.0,830.0,230.0,2,"V型（L型）",853.0,"OHV",2,56.0,7500.0,82.0,5000.0
2,"https://www.bikebros.co.jp/catalog/9/999_14/","モトグッツィ | MOTO GUZZI　V85 TTトラベル | V85 TT Travel",1672000,2460.0,950.0,1420.0,1530.0,830.0,243.0,2,"V型（L型）",853.0,"OHV",2,56.0,7500.0,82.0,5000.0
2,"https://www.bikebros.co.jp/catalog/38/999_11/","ハスクバーナ | Husqvarna　ノーデン901 | NORDEN 901",1745000,"","","",1513.0,854.0,204.0,2,"並列（直列）",889.5,"DOHC",4,77.0,8000.0,100.0,6500.0
2,"https://www.bikebros.co.jp/catalog/264/999_3/","メティス | Metisse　MK5 ストリートスクランブラー | MK5 STREET SCRAMBLER","","","","","","","",2,"並列（直列）",997.0,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/1/13_13/","ホンダ | HONDA　CRF450R",1034000,2182.0,827.0,1267.0,1481.0,965.0,111.0,1,"単気筒",449.7,"OHC（SOHC）",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/1/13_20/","ホンダ | HONDA　CRF450RX",1056000,2182.0,839.0,1282.0,1477.0,965.0,114.0,1,"単気筒",449.7,"OHC（SOHC）",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/1/196_10/","ホンダ | HONDA　NC750X/DCT/Type LD",990000,2210.0,845.0,1330.0,1535.0,800.0,224.0,2,"並列（直列）",745.0,"OHC（SOHC）",4,43.0,6750.0,69.0,4750.0
2,"https://www.bikebros.co.jp/catalog/1/206_1/","ホンダ | HONDA　X-ADV",1320000,2200.0,940.0,1340.0,1580.0,790.0,236.0,2,"並列（直列）",745.0,"OHC（SOHC）",4,43.0,6750.0,69.0,4750.0
2,"https://www.bikebros.co.jp/catalog/2/999_66/","ヤマハ | YAMAHA　テネレ700 | Tenere700 / XTZ690",1265000,2370.0,905.0,1455.0,1595.0,875.0,205.0,2,"並列（直列）",688.0,"DOHC",4,53.0,9000.0,67.0,6500.0
2,"https://www.bikebros.co.jp/catalog/2/108_10/","ヤマハ | YAMAHA　YZ450F",1078000,2185.0,825.0,1285.0,1485.0,965.0,111.0,1,"単気筒",449.0,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/2/108_15/","ヤマハ | YAMAHA　YZ450FX",1122000,2175.0,825.0,1280.0,1480.0,955.0,115.0,1,"単気筒",449.0,"",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/3/52_2/","スズキ | SUZUKI　RM-Z450",924000,2175.0,835.0,1260.0,1480.0,960.0,112.0,1,"単気筒",449.0,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/3/14_1/","スズキ | SUZUKI　Vストローム650 | V-Strom 650",924000,2275.0,835.0,1405.0,1560.0,835.0,212.0,2,"V型（L型）",645.0,"DOHC",4,51.0,8800.0,61.0,6500.0
2,"https://www.bikebros.co.jp/catalog/3/14_5/","スズキ | SUZUKI　Vストローム650XT | V-Strom 650XT",968000,2275.0,910.0,1405.0,1560.0,835.0,215.0,2,"V型（L型）",645.0,"DOHC",4,51.0,8800.0,61.0,6500.0
2,"https://www.bikebros.co.jp/catalog/4/999_80/","カワサキ | KAWASAKI　KX450",1012000,2185.0,820.0,1265.0,1485.0,955.0,110.2,1,"単気筒",449.0,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/4/999_105/","カワサキ | KAWASAKI　KX450X",1034000,2185.0,820.0,1265.0,1485.0,950.0,111.6,1,"単気筒",449.0,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/10/999_38/","トライアンフ | TRIUMPH　タイガースポーツ660 | Tiger Sport 660",1125000,2071.0,834.0,1398.0,1415.0,835.0,"",3,"並列（直列）",659.3,"DOHC",4,60.0,10250.0,64.0,6250.0
2,"https://www.bikebros.co.jp/catalog/33/10_21/","ケーティーエム | KTM　450 EXC-F","","","","","",960.0,"",1,"単気筒",449.3,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/33/17_10/","ケーティーエム | KTM　450 SX-F",1376000,"","","",1485.0,950.0,"",1,"単気筒",449.9,"OHC（SOHC）",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/33/10_22/","ケーティーエム | KTM　500 EXC-F",1750000,"","","",1482.0,960.0,"",1,"単気筒",510.4,"OHC（SOHC）",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/33/20_2/","ケーティーエム | KTM　690エンデューロR | 690 ENDURO R",1520000,"","","",1502.0,910.0,149.0,1,"単気筒",692.7,"OHC（SOHC）",4,55.0,8000.0,73.5,6500.0
2,"https://www.bikebros.co.jp/catalog/33/13_4/","ケーティーエム | KTM　690 SMC R",1520000,"","","","",892.0,"",1,"単気筒",692.7,"OHC（SOHC）",4,55.0,8000.0,73.5,6500.0
2,"https://www.bikebros.co.jp/catalog/11/999_29/","アプリリア | aprilia　トゥアレグ660 | Tuareg 660",1540000,2220.0,965.0,"",1525.0,860.0,204.0,2,"並列（直列）",659.0,"DOHC",4,58.8,9250.0,70.0,6500.0
2,"https://www.bikebros.co.jp/catalog/38/13_2/","ハスクバーナ | Husqvarna　701エンデューロ | 701 ENDURO",1520000,"","","",1505.0,925.0,147.0,1,"単気筒",692.7,"OHC（SOHC）",4,55.0,8000.0,73.5,6500.0
2,"https://www.bikebros.co.jp/catalog/38/999_10/","ハスクバーナ | Husqvarna　701エンデューロLR | 701 ENDURO LR","","","","","",925.0,155.0,1,"単気筒",692.7,"OHC（SOHC）",4,55.0,"","",""
2,"https://www.bikebros.co.jp/catalog/38/13_1/","ハスクバーナ | Husqvarna　701スーパーモト | 701 SUPERMOTO",1520000,"","","",1475.0,890.0,148.0,1,"単気筒",692.7,"OHC（SOHC）",4,55.0,8000.0,73.5,6500.0
2,"https://www.bikebros.co.jp/catalog/38/16_3/","ハスクバーナ | Husqvarna　FC 450",1315000,"","","","",940.0,"",1,"単気筒",449.9,"OHC（SOHC）",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/38/12_4/","ハスクバーナ | Husqvarna　FE 501","","","","",1487.0,950.0,"",1,"単気筒",510.9,"OHC（SOHC）",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/38/15_1/","ハスクバーナ | Husqvarna　FS 450",1345000,"","","",1465.0,890.0,"",1,"単気筒",449.9,"OHC（SOHC）",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/24/999_5/","ベータ | beta　RR4T 430","",2180.0,807.0,1270.0,1490.0,940.0,"",1,"単気筒",430.9,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/24/999_6/","ベータ | beta　RR4T 480","",2180.0,807.0,1270.0,1490.0,940.0,"",1,"単気筒",477.5,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/112/999_1/","エスダブリューエム | SWM　シックスデイズ440 | SIXDAYS 440","",2170.0,800.0,1390.0,1470.0,855.0,"",1,"単気筒",445.3,"OHC（SOHC）",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/116/999_3/","ファンティック | FANTIC　キャバレロ フラットトラック500 | CABALLERO Flat Track500","",2180.0,820.0,1154.0,1425.0,840.0,"",1,"単気筒",449.0,"OHC（SOHC）",4,"",7500.0,43.0,6000.0
2,"https://www.bikebros.co.jp/catalog/116/999_7/","ファンティック | FANTIC　キャバレロ ラリー500 | CABALLERO Rally500","",2080.0,878.0,1183.0,1432.0,860.0,"",1,"単気筒",449.0,"OHC（SOHC）",4,"",7500.0,43.0,6000.0
2,"https://www.bikebros.co.jp/catalog/116/999_6/","ファンティック | FANTIC　キャバレロ スクランブラー500/デラックス | CABALLERO Scrambler500 /Deluxe","",2166.0,820.0,1135.0,1425.0,820.0,"",1,"単気筒",449.0,"OHC（SOHC）",4,"",7500.0,43.0,6000.0
2,"https://www.bikebros.co.jp/catalog/125/999_22/","エージェーピー | AJP　PR7アドベンチャー650 | PR7 ADVENTURE650","","","","",1540.0,920.0,"",1,"単気筒",600.0,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/30/999_15/","ガスガス | GAS GAS　MC 450F","","","","",1485.0,950.0,100.0,1,"単気筒",449.9,"OHC（SOHC）",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/32/999_12/","シェルコ | Sherco　450SEF-Rレーシング | 450SEF-R RACING","","","","",1490.0,950.0,"",1,"単気筒",449.4,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/32/999_17/","シェルコ | Sherco　450SEF-SDシックスデイズ | 450SEF-SD SIXDAYS","","","","","","","",1,"単気筒",449.4,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/39/999_1/","ロイヤルエンフィールド | Royal Enfield　ヒマラヤ（ヒマラヤン） | HIMALAYAN",625000,2190.0,840.0,1370.0,1465.0,800.0,199.0,1,"単気筒",411.0,"OHC（SOHC）",2,17.88,6500.0,32.0,4250.0
2,"https://www.bikebros.co.jp/catalog/1/198_1/","ホンダ | HONDA　400X",858000,2140.0,830.0,1380.0,1435.0,800.0,199.0,2,"並列（直列）",399.0,"DOHC",4,34.0,9000.0,38.0,7500.0
2,"https://www.bikebros.co.jp/catalog/8/999_36/","ドゥカティ | DUCATI　スクランブラー ハッシュタグ | Scrambler #HASHTAG","",2150.0,850.0,1165.0,1460.0,770.0,183.0,2,"V型（L型）",399.0,"",2,30.0,8750.0,34.0,8000.0
2,"https://www.bikebros.co.jp/catalog/8/15_5/","ドゥカティ | DUCATI　スクランブラー シックスティー2 | Scrambler Sixty2",920000,2150.0,850.0,1165.0,1460.0,770.0,183.0,2,"V型（L型）",399.0,"",2,30.0,8750.0,34.0,8000.0
2,"https://www.bikebros.co.jp/catalog/33/10_4/","ケーティーエム | KTM　300 EXC /TPI",1500000,"","","",1482.0,960.0,"",1,"単気筒",293.2,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/33/10_5/","ケーティーエム | KTM　350 EXC-F",1580000,"","","","","","",1,"単気筒",349.7,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/33/17_13/","ケーティーエム | KTM　350 SX-F",1156000,"","","",1485.0,950.0,"",1,"単気筒",349.7,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/33/999_17/","ケーティーエム | KTM　390アドベンチャー | 390 ADVENTURE",829000,"","","",1430.0,855.0,161.0,1,"単気筒",373.2,"DOHC",4,32.0,9000.0,37.0,7000.0
2,"https://www.bikebros.co.jp/catalog/38/12_2/","ハスクバーナ | Husqvarna　FE 350",1465000,"","","",1487.0,950.0,"",1,"単気筒",349.7,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/24/999_7/","ベータ | beta　エボ2T 300SS | EVO 2T 300SS","",1990.0,850.0,1115.0,1305.0,660.0,"",1,"単気筒",296.5,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/24/15_2/","ベータ | beta　RR2T 300","",2172.0,807.0,1270.0,1482.0,930.0,"",1,"単気筒",293.1,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/24/15_3/","ベータ | beta　RR2T 300レーシング | RR2T 300 Racing","",2172.0,807.0,1270.0,1482.0,930.0,"",1,"単気筒",293.1,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/24/13_5/","ベータ | beta　RR4T 350","",2180.0,807.0,1270.0,1490.0,940.0,"",1,"単気筒",349.1,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/24/999_4/","ベータ | beta　RR4T 390","",2180.0,807.0,1270.0,1490.0,940.0,"",1,"単気筒",385.6,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/24/999_1/","ベータ | beta　クロストレイナー300 | X-TRAINER300","",2157.0,802.0,1245.0,1467.0,910.0,"",1,"単気筒",293.1,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/112/999_2/","エスダブリューエム | SWM　シックスデイズ400 | SIXDAYS 400","",2150.0,813.0,1209.0,1452.0,874.0,"",1,"単気筒",397.2,"OHC（SOHC）",4,20.0,7000.0,33.0,5500.0
2,"https://www.bikebros.co.jp/catalog/30/1_6/","ガスガス | GAS GAS　EC 300","","","","",1487.0,950.0,106.2,1,"単気筒",293.2,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/30/999_16/","ガスガス | GAS GAS　EC 350F","","","","",1487.0,950.0,106.8,1,"単気筒",349.7,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/30/999_8/","ガスガス | GAS GAS　TXT GP 300","","","","",1320.0,630.0,"",1,"単気筒",294.1,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/30/999_1/","ガスガス | GAS GAS　TXTレーシング300 | TXT RACING 300","",2010.0,825.0,1130.0,1320.0,630.0,"",1,"単気筒",294.1,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/126/999_2/","モンテッサ | montesa　COTA300RR","",2020.0,840.0,1135.0,1320.0,679.0,"",1,"単気筒",288.0,"OHC（SOHC）","","","","",""
2,"https://www.bikebros.co.jp/catalog/32/999_4/","シェルコ | Sherco　300SEファクトリー | 300SE FACTRY","","","","","","","",1,"単気筒",293.1,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/32/999_9/","シェルコ | Sherco　300SE-Rレーシング | 300SE-R RACING","","","","",1480.0,950.0,"",1,"単気筒",293.1,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/32/999_14/","シェルコ | Sherco　300SE-SDシックスデイズ | 300SE-SD SIXDAYS","","","","","","","",1,"単気筒",293.1,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/32/999_6/","シェルコ | Sherco　300SEFファクトリー | 300SEF FACTRY","","","","","","","",1,"単気筒",303.6,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/32/999_11/","シェルコ | Sherco　300SEF-Rレーシング | 300SEF-R RACING","","","","",1480.0,950.0,"",1,"単気筒",303.6,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/32/999_16/","シェルコ | Sherco　300SEF-SDシックスデイズ | 300SEF-SD SIXDAYS","","","","","","","",1,"単気筒",303.6,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/32/999_20/","シェルコ | Sherco　300ST","","","","","","","",1,"単気筒",294.0,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/1/999_111/","ホンダ | HONDA　ADV150",451000,1960.0,760.0,1150.0,1325.0,795.0,134.0,1,"単気筒",149.0,"OHC（SOHC）",2,11.0,8500.0,14.0,6500.0
2,"https://www.bikebros.co.jp/catalog/1/13_10/","ホンダ | HONDA　CRF150R",502700,1832.0,770.0,1133.0,1260.0,832.0,82.9,1,"単気筒",149.7,"OHC（SOHC）",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/1/13_16/","ホンダ | HONDA　CRF150R-2 | CRF150RⅡ",520300,1900.0,770.0,1171.0,1285.0,866.0,84.9,1,"単気筒",149.7,"OHC（SOHC）",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/1/13_15/","ホンダ | HONDA　CRF250L / s",599500,2230.0,820.0,1200.0,1455.0,880.0,140.0,1,"単気筒",249.0,"DOHC",4,18.0,9000.0,23.0,6500.0
2,"https://www.bikebros.co.jp/catalog/1/13_11/","ホンダ | HONDA　CRF250R",847000,2177.0,827.0,1265.0,1477.0,961.0,104.0,1,"単気筒",249.4,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/1/13_21/","ホンダ | HONDA　CRF250ラリー / s | CRF250RALLY / s",741400,2230.0,920.0,1415.0,1455.0,885.0,152.0,1,"単気筒",249.0,"DOHC",4,18.0,9000.0,23.0,6500.0
2,"https://www.bikebros.co.jp/catalog/1/999_71/","ホンダ | HONDA　CRF250RX",863500,2176.0,839.0,1281.0,1477.0,964.0,108.0,1,"単気筒",249.4,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/2/131_2/","ヤマハ | YAMAHA　セロー250 | SEROW 250","",2100.0,805.0,1160.0,1360.0,830.0,133.0,1,"単気筒",249.0,"OHC（SOHC）",2,14.0,7500.0,20.0,6000.0
2,"https://www.bikebros.co.jp/catalog/2/142_1/","ヤマハ | YAMAHA　トリッカー XG250 | tricker XG250","",1980.0,800.0,1145.0,1330.0,810.0,127.0,1,"単気筒",249.0,"OHC（SOHC）",2,14.0,7500.0,20.0,6000.0
2,"https://www.bikebros.co.jp/catalog/2/108_6/","ヤマハ | YAMAHA　YZ250",781000,2185.0,825.0,1290.0,1485.0,975.0,103.0,1,"単気筒",249.0,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/2/107_2/","ヤマハ | YAMAHA　YZ250F",924000,2175.0,825.0,1285.0,1475.0,970.0,106.0,1,"単気筒",249.0,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/2/108_13/","ヤマハ | YAMAHA　YZ250FX",979000,2175.0,825.0,1280.0,1480.0,955.0,111.0,1,"単気筒",249.0,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/2/108_14/","ヤマハ | YAMAHA　YZ250X",748000,2185.0,825.0,1290.0,1485.0,970.0,104.0,1,"単気筒",249.0,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/3/52_1/","スズキ | SUZUKI　RM-Z250",775500,2185.0,835.0,1255.0,1485.0,955.0,106.0,1,"単気筒",249.0,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/3/14_6/","スズキ | SUZUKI　Vストローム250 | V-Strom 250",613800,2150.0,880.0,1295.0,1425.0,800.0,189.0,2,"並列（直列）",248.0,"OHC（SOHC）",2,18.0,8000.0,22.0,6500.0
2,"https://www.bikebros.co.jp/catalog/4/999_95/","カワサキ | KAWASAKI　KLX230",495000,2105.0,835.0,1165.0,1380.0,885.0,134.0,1,"単気筒",232.0,"OHC（SOHC）",2,14.0,7600.0,19.0,6100.0
2,"https://www.bikebros.co.jp/catalog/4/999_117/","カワサキ | KAWASAKI　KLX230 S",506000,2080.0,835.0,1110.0,1360.0,830.0,136.0,1,"単気筒",232.0,"OHC（SOHC）",2,14.0,7600.0,19.0,6100.0
2,"https://www.bikebros.co.jp/catalog/4/999_96/","カワサキ | KAWASAKI　KLX230R",528000,2045.0,840.0,1200.0,1360.0,925.0,115.0,1,"単気筒",232.0,"OHC（SOHC）",2,14.0,8000.0,20.0,6000.0
2,"https://www.bikebros.co.jp/catalog/4/999_116/","カワサキ | KAWASAKI　KLX230R S","",2035.0,840.0,1175.0,1350.0,900.0,115.0,1,"単気筒",232.0,"OHC（SOHC）",2,14.0,8000.0,20.0,6000.0
2,"https://www.bikebros.co.jp/catalog/4/51_7/","カワサキ | KAWASAKI　KX250",847000,2180.0,820.0,1265.0,1485.0,950.0,107.5,1,"単気筒",249.0,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/4/999_106/","カワサキ | KAWASAKI　KX250X",858000,2170.0,820.0,1260.0,1480.0,945.0,109.2,1,"単気筒",249.0,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/4/74_5/","カワサキ | KAWASAKI　ヴェルシスX 250/ツアラー | Versys-X 250/TOURER",726000,2170.0,940.0,1390.0,1450.0,815.0,183.0,2,"並列（直列）",248.0,"DOHC",4,24.0,11500.0,21.0,10000.0
2,"https://www.bikebros.co.jp/catalog/33/999_16/","ケーティーエム | KTM　150 EXC /TPI",1130000,"","","","",960.0,"",1,"単気筒",143.9,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/33/17_12/","ケーティーエム | KTM　150 SX",1011000,"","","",1485.0,950.0,"",1,"単気筒",143.99,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/33/999_24/","ケーティーエム | KTM　250アドベンチャー | 250 ADVENTURE",729000,"","","",1430.0,855.0,159.0,1,"単気筒",248.8,"DOHC",4,22.0,9000.0,24.0,7250.0
2,"https://www.bikebros.co.jp/catalog/33/10_3/","ケーティーエム | KTM　250 EXC /TPI",1370000,"","","",1482.0,960.0,"",1,"単気筒",249.0,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/33/10_14/","ケーティーエム | KTM　250 EXC-F",1450000,"","","",1482.0,960.0,"",1,"単気筒",249.91,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/33/17_14/","ケーティーエム | KTM　250 SX-F",1254000,"","","",1485.0,950.0,101.0,1,"単気筒",249.9,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/33/18_2/","ケーティーエム | KTM　250 XC-W","","","","",1482.0,960.0,"",1,"単気筒",249.0,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/38/16_1/","ハスクバーナ | Husqvarna　FC 250",1200000,"","","",1485.0,940.0,"",1,"単気筒",249.9,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/38/12_1/","ハスクバーナ | Husqvarna　FE 250",1350000,"","","",1487.0,950.0,"",1,"単気筒",249.9,"DOHC",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/38/4_2/","ハスクバーナ | Husqvarna　TC 250",1130000,"","","",1485.0,950.0,"",1,"単気筒",249.0,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/38/999_6/","ハスクバーナ | Husqvarna　TE 150/i",1155000,"","","",1487.0,950.0,"",1,"単気筒",143.99,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/38/5_1/","ハスクバーナ | Husqvarna　TE 250/i",1280000,"","","",1487.0,950.0,"",1,"単気筒",249.0,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/24/1_1/","ベータ | beta　アルプ200 | ALP 200","",2100.0,800.0,1107.0,1355.0,830.0,"",1,"単気筒",199.0,"OHC（SOHC）","","","","",""
2,"https://www.bikebros.co.jp/catalog/24/999_8/","ベータ | beta　RR2T 200","",2167.0,815.0,1270.0,1477.0,930.0,"",1,"単気筒",190.2,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/24/15_1/","ベータ | beta　RR2T 250","",2172.0,807.0,1270.0,1482.0,930.0,"",1,"単気筒",249.0,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/24/15_4/","ベータ | beta　RR2T 250レーシング | RR2T 250 Racing","",2172.0,807.0,1270.0,1482.0,930.0,"",1,"単気筒",249.0,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/24/999_2/","ベータ | beta　クロストレイナー250 | X-TRAINER250","",2157.0,802.0,1245.0,1467.0,910.0,"",1,"単気筒",249.0,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/116/999_2/","ファンティック | FANTIC　キャバレロ フラットトラック250 | CABALLERO Flat Track250","",2180.0,820.0,1154.0,1425.0,840.0,"",1,"単気筒",249.6,"OHC（SOHC）",4,"",8500.0,22.0,6500.0
2,"https://www.bikebros.co.jp/catalog/116/999_5/","ファンティック | FANTIC　キャバレロ スクランブラー250 | CABALLERO Scrambler250","",2166.0,820.0,1135.0,1425.0,820.0,"",1,"単気筒",249.6,"OHC（SOHC）",4,"",8500.0,22.0,6500.0
2,"https://www.bikebros.co.jp/catalog/116/999_16/","ファンティック | FANTIC　エンデューロ250カーサ | Enduro 250 CASA（250E）","",2100.0,890.0,"",1420.0,890.0,"",1,"単気筒",249.6,"OHC（SOHC）",4,"","","",""
2,"https://www.bikebros.co.jp/catalog/125/999_11/","エージェーピー | AJP　PR3エンデューロプロ240 | PR3 ENDURO PRO240","","","","",1320.0,840.0,108.0,1,"単気筒",233.0,"OHC（SOHC）",2,14.7,8000.0,18.0,7000.0
2,"https://www.bikebros.co.jp/catalog/125/999_13/","エージェーピー | AJP　PR3エンデューロ240 | PR3 ENDURO240","","","","",1320.0,840.0,108.0,1,"単気筒",233.0,"OHC（SOHC）",2,14.7,8000.0,18.0,7000.0
2,"https://www.bikebros.co.jp/catalog/125/999_9/","エージェーピー | AJP　PR3エクストリーム240 | PR3 EXTREME240","","","","",1320.0,840.0,105.0,1,"単気筒",240.0,"OHC（SOHC）",2,14.7,8000.0,18.0,7000.0
2,"https://www.bikebros.co.jp/catalog/125/999_17/","エージェーピー | AJP　PR3スーパーモトプロ240 | PR3 SUPERMOTO PRO240","","","","",1320.0,840.0,108.0,1,"単気筒",233.0,"OHC（SOHC）",2,14.7,8000.0,18.0,7000.0
2,"https://www.bikebros.co.jp/catalog/125/999_15/","エージェーピー | AJP　PR3スーパーモト240 | PR3 SUPERMOTO240","","","","",1320.0,840.0,108.0,1,"単気筒",233.0,"OHC（SOHC）",2,14.7,8000.0,18.0,7000.0
2,"https://www.bikebros.co.jp/catalog/125/999_7/","エージェーピー | AJP　PR4エンデューロプロ240 | PR4 ENDURO PRO 240","","","","",1380.0,920.0,116.0,1,"単気筒",233.0,"OHC（SOHC）",2,14.7,8000.0,18.0,7000.0
2,"https://www.bikebros.co.jp/catalog/125/999_3/","エージェーピー | AJP　PR4エクストリーム240 | PR4 EXTREME 240","","","","",1380.0,920.0,116.0,1,"単気筒",233.0,"OHC（SOHC）",2,14.7,8000.0,18.0,7000.0
2,"https://www.bikebros.co.jp/catalog/125/999_19/","エージェーピー | AJP　PR4スーパーモトプロ240 | PR4 SUPERMOTO PRO240","","","","",1380.0,920.0,115.0,1,"単気筒",233.0,"OHC（SOHC）",2,14.7,8000.0,18.0,7000.0
2,"https://www.bikebros.co.jp/catalog/125/999_5/","エージェーピー | AJP　PR4トレール240 | PR4 TRAIL 240","","","","",1380.0,920.0,116.0,1,"単気筒",240.0,"OHC（SOHC）",2,14.7,8000.0,18.0,7000.0
2,"https://www.bikebros.co.jp/catalog/125/999_27/","エージェーピー | AJP　PR4トレールスペシャル240 | PR4 TRAIL SPECIAL240","","","","","","","",1,"単気筒",240.0,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/125/999_2/","エージェーピー | AJP　PR5エンデューロ | PR5 ENDURO","","","","",1460.0,940.0,123.0,1,"単気筒",249.0,"OHC（SOHC）",4,"",8000.0,23.0,7000.0
2,"https://www.bikebros.co.jp/catalog/125/999_1/","エージェーピー | AJP　PR5エクストリーム | PR5 EXTREME","","","","",1460.0,940.0,119.0,1,"単気筒",249.0,"OHC（SOHC）",4,"",8000.0,23.0,7000.0
2,"https://www.bikebros.co.jp/catalog/125/999_20/","エージェーピー | AJP　PR5スーパーモト250 | PR5 SUPERMOTO250","","","","",1460.0,890.0,123.0,1,"単気筒",249.0,"OHC（SOHC）",2,"",8000.0,23.0,7000.0
2,"https://www.bikebros.co.jp/catalog/125/999_33/","エージェーピー | AJP　SPR250","","","","",1420.0,"",116.0,1,"単気筒",249.0,"",4,"",8000.0,23.0,7000.0
2,"https://www.bikebros.co.jp/catalog/30/1_4/","ガスガス | GAS GAS　EC 250","","","","",1487.0,950.0,106.2,1,"単気筒",249.0,"","","","","",""
2,"https://www.bikebros.co.jp/catalog/30/1_12/","ガスガス | GAS GAS　EC 250F","","","","",1487.0,950.0,106.6,1,"単気筒",249.9,"DOHC",4,"","","",""
